n	pca1	pca2
8055	99.6524	0.34762
8056	99.6916	0.308389
8057	99.8918	0.108238
8058	99.9402	0.0598178
8059	99.6934	0.30658
8060	99.9522	0.0478313
8061	99.6912	0.308806
8062	99.8018	0.198183
8063	99.8583	0.141671
8064	99.8878	0.112156
8065	99.5659	0.434096
8066	99.5201	0.479917
8067	99.888	0.112038
8068	99.8504	0.149646
8069	99.8051	0.194925
8070	99.3262	0.673771
8071	98.8461	1.1539
8072	99.4136	0.586379
8073	98.7378	1.26223
8074	99.1131	0.88689
8075	99.4379	0.562144
8076	99.5645	0.435472
8077	99.6485	0.351525
8078	99.4447	0.555284
8079	99.5112	0.48882
8080	99.7775	0.222526
8081	99.9318	0.0682233
8082	99.7666	0.233399
8083	99.7001	0.299872
8084	99.6371	0.362877
8085	99.7336	0.266437
8086	99.7399	0.260073
8087	99.6074	0.392621
8088	99.7524	0.247636
8089	99.8947	0.105312
8090	99.7902	0.209827
8091	99.8356	0.164373
8092	99.9016	0.0983596
8093	99.7767	0.223327
8094	99.8338	0.166237
8095	99.9255	0.0744722
8096	99.7698	0.230185
8097	99.7164	0.283573
8098	99.8978	0.102246
8099	99.9703	0.029703
8100	99.9448	0.0552294
8101	99.8498	0.150188
8102	99.9247	0.075285
8103	99.8372	0.162843
8104	99.8129	0.187071
8105	99.9216	0.0784143
8106	99.9065	0.0935098
8107	99.962	0.038039
8108	99.9624	0.0375943
8109	99.969	0.031014
8110	99.9355	0.0644695
8111	99.9197	0.0802785
8112	99.9187	0.0812971
8113	99.8014	0.198593
8114	99.4298	0.570249
8115	98.1504	1.84958
8116	99.6741	0.325913
8117	98.0734	1.92659
8118	98.8663	1.13366
8119	97.4069	2.59313
8120	99.8763	0.123676
8121	99.7629	0.237086
8122	99.8748	0.125198
8123	99.6847	0.31534
8124	99.8782	0.121845
8125	99.8698	0.130212
8126	99.7161	0.283912
8127	99.9064	0.093559
8128	99.9355	0.0644806
8129	99.932	0.0680111
8130	99.9625	0.0374694
8131	99.5246	0.475406
8132	99.8166	0.183356
8133	99.3502	0.649755
8134	99.072	0.928047
8135	99.5018	0.498165
8136	99.5196	0.480412
8137	99.3272	0.672756
8138	99.5602	0.439833
8139	99.7147	0.285289
8140	99.8867	0.113296
8141	99.2551	0.74488
8142	99.8451	0.15486
8143	98.5453	1.45471
8144	99.5006	0.499425
8145	99.7256	0.274352
8146	99.8128	0.187213
8147	99.1402	0.859844
8148	98.3134	1.68662
8149	97.7674	2.2326
8150	97.2797	2.7203
8151	99.3941	0.605896
8152	99.5367	0.463312
8153	98.3141	1.68589
8154	97.8328	2.16717
8155	97.6848	2.31524
8156	98.9554	1.04457
8157	99.5266	0.473449
8158	99.4201	0.579866
8159	99.531	0.46905
8160	97.9337	2.06635
8161	99.4346	0.565449
8162	99.3806	0.619398
8163	99.0136	0.986362
8164	99.9095	0.0905111
8165	99.419	0.580972
8166	99.8876	0.112408
8167	99.3245	0.675477
8168	99.17	0.830012
8169	99.3363	0.663654
8170	98.7771	1.22294
8171	99.3846	0.615439
8172	99.568	0.431981
8173	99.0404	0.959572
8174	99.4611	0.538851
8175	99.1441	0.855891
8176	99.8891	0.11092
8177	99.5093	0.490713
8178	99.675	0.325008
8179	98.2742	1.72579
8180	99.2904	0.709616
8181	99.5421	0.457855
8182	99.8841	0.115875
8183	99.8878	0.112215
8184	99.6271	0.372908
8185	99.9441	0.0558804
8186	99.3565	0.643539
8187	99.569	0.431049
8188	99.6477	0.352315
8189	99.8047	0.195276
8190	99.7983	0.201701
8191	99.8689	0.131052
8192	99.6364	0.363586
8193	98.7995	1.20055
8194	99.8245	0.175537
8195	99.917	0.0830342
8196	99.5711	0.428864
8197	97.8632	2.13677
8198	98.5296	1.47041
8199	98.6381	1.3619
8200	98.6562	1.34384
8201	98.8134	1.18657
8202	97.8713	2.12867
8203	98.6256	1.37443
8204	98.8792	1.12076
8205	99.8086	0.191377
8206	99.8994	0.100598
8207	99.7345	0.265517
8208	99.1173	0.88266
8209	98.5808	1.41924
8210	99.5072	0.492826
8211	99.115	0.884986
8212	99.6772	0.322834
8213	99.5138	0.486194
8214	99.8539	0.146135
8215	99.9444	0.0556209
8216	99.8656	0.134437
8217	99.8764	0.123627
8218	99.8525	0.147453
8219	99.7916	0.208404
8220	99.9324	0.0676405
8221	99.9216	0.0783758
8222	99.5409	0.45909
8223	99.9202	0.0797877
8224	99.9057	0.0942998
8225	99.8441	0.155872
8226	99.9219	0.0780575
8227	99.3189	0.681102
8228	99.9556	0.0444419
8229	99.9102	0.0898115
8230	99.7907	0.209258
8231	99.7626	0.237438
8232	99.1968	0.803223
8233	99.5193	0.480683
8234	99.8622	0.137767
8235	98.1993	1.80071
8236	99.851	0.149004
8237	99.851	0.148992
8238	99.7173	0.28269
8239	99.9067	0.0933302
8240	99.8361	0.163923
8241	99.872	0.128033
8242	99.8228	0.177162
8243	99.9177	0.0822824
8244	99.7773	0.222681
8245	99.9183	0.0817334
8246	99.8815	0.118485
8247	99.8933	0.106737
8248	99.5253	0.474708
8249	99.9394	0.0606288
8250	99.9647	0.03526
8251	99.6638	0.336206
8252	99.4507	0.549321
8253	99.893	0.107043
8254	99.9538	0.0461997
8255	99.9428	0.0572336
8256	99.909	0.0909526
8257	99.9049	0.095067
8258	99.9361	0.0638584
8259	99.6558	0.344235
8260	99.7488	0.251195
8261	99.7681	0.231866
8262	99.9611	0.0389451
8263	99.8868	0.113153
8264	99.9018	0.0981819
8265	98.9263	1.07374
8266	99.8742	0.12581
8267	99.9511	0.0488729
8268	99.9044	0.0955722
8269	99.3333	0.666671
8270	99.7763	0.223736
8271	99.5339	0.46611
8272	99.9609	0.0391397
8273	99.951	0.0489949
8274	99.7565	0.243469
8275	99.7059	0.294055
8276	99.1649	0.835083
8277	98.156	1.84405
8278	99.4654	0.534582
8279	99.0021	0.997851
8280	99.1399	0.860136
8281	99.8683	0.131731
8282	99.7822	0.217807
8283	99.9316	0.0684013
8284	99.9194	0.0805681
8285	99.9528	0.0471567
8286	99.929	0.0709837
8287	99.8561	0.143892
8288	99.6086	0.391398
8289	99.5014	0.498607
8290	99.9388	0.0612162
8291	99.9757	0.0243187
8292	99.9387	0.0613396
8293	99.8486	0.151382
8294	99.8418	0.158155
8295	99.862	0.137982
8296	99.939	0.0609636
8297	99.9192	0.0808086
8298	99.9086	0.091409
8299	99.5055	0.494465
8300	99.5416	0.458351
8301	99.8907	0.109271
8302	98.9799	1.02007
8303	99.1942	0.805812
8304	99.8792	0.120822
8305	99.8484	0.151628
8306	99.853	0.146986
8307	99.9218	0.0781856
8308	99.8608	0.139158
8309	99.6577	0.342273
8310	99.7842	0.215773
8311	99.8614	0.138635
8312	99.9404	0.0596424
8313	99.9041	0.0959399
8314	99.8771	0.122865
8315	99.6312	0.368755
8316	99.744	0.255961
8317	99.823	0.177036
8318	99.7599	0.240062
8319	99.8579	0.14213
8320	99.693	0.307011
8321	99.5869	0.413105
8322	99.4041	0.595898
8323	99.3231	0.676914
8324	99.7345	0.265471
8325	99.8238	0.17617
8326	99.7568	0.243238
8327	99.6446	0.355371
8328	99.7522	0.247816
8329	99.8768	0.123151
8330	99.7706	0.229417
8331	99.9476	0.0523601
8332	99.9362	0.0637925
8333	99.8762	0.123763
8334	99.9285	0.0715369
8335	99.8929	0.107093
8336	99.087	0.912956
8337	99.3988	0.601219
8338	99.9123	0.0877157
8339	99.8738	0.126157
8340	99.9542	0.0458044
8341	99.9427	0.0573031
8342	99.9078	0.092214
8343	99.9259	0.0740939
8344	99.8519	0.148119
8345	99.9513	0.0487316
8346	99.9609	0.03914
8347	99.9599	0.0400982
8348	99.9632	0.0368077
8349	99.974	0.0260468
8350	99.9672	0.0327712
8351	99.9651	0.0348992
8352	99.9509	0.0490871
8353	99.8993	0.10073
8354	99.9661	0.0338669
8355	99.9687	0.0313301
8356	99.9634	0.0366034
8357	99.9306	0.069415
8358	99.9298	0.0702322
8359	99.9274	0.0725703
8360	99.8765	0.123456
8361	99.9208	0.0792233
8362	99.9307	0.0693248
8363	99.9045	0.0954677
8364	99.4306	0.569431
8365	99.1524	0.847593
8366	97.4044	2.59564
8367	99.5854	0.414556
8368	98.3277	1.67233
8369	98.0326	1.96744
8370	99.3407	0.659259
8371	97.6644	2.33557
8372	98.7309	1.26908
8373	99.6911	0.30895
8374	99.6149	0.385081
8375	99.3796	0.620419
8376	99.3936	0.606405
8377	99.039	0.961026
8378	98.9477	1.05231
8379	99.4181	0.581869
8380	98.9514	1.04857
8381	99.4343	0.565694
8382	99.549	0.451012
8383	99.8524	0.147649
8384	99.0127	0.98733
8385	99.3706	0.629427
8386	99.5076	0.492425
8387	99.6544	0.345553
8388	98.9813	1.01867
8389	97.4169	2.58313
8390	99.805	0.194988
8391	99.877	0.122957
8392	99.9321	0.0679154
8393	99.2758	0.724244
8394	99.9436	0.0564407
8395	99.6685	0.331501
8396	98.4534	1.54662
8397	98.9345	1.06547
8398	97.9149	2.08508
8399	99.4927	0.507324
8400	99.8271	0.172903
8401	99.3577	0.642323
8402	97.8837	2.11628
8403	98.4821	1.51787
8404	99.6471	0.35289
8405	99.7834	0.216629
8406	98.7849	1.21506
8407	98.9187	1.08132
8408	99.1425	0.857488
8409	99.7633	0.23665
8410	99.8864	0.113609
8411	99.9275	0.0724545
8412	99.9552	0.0447905
8413	99.797	0.202955
8414	99.8708	0.12916
8415	99.6968	0.303198
8416	99.8601	0.139881
8417	99.5094	0.49063
8418	99.7197	0.280276
8419	99.8504	0.149555
8420	99.9488	0.0511574
8421	99.9201	0.079868
8422	99.3434	0.656564
8423	99.0035	0.99646
8424	99.8253	0.174682
8425	99.4654	0.534621
8426	99.7502	0.249782
8427	99.4456	0.554428
8428	99.6834	0.316645
8429	99.9278	0.0722122
8430	99.9263	0.0736842
8431	99.8999	0.100147
8432	99.9204	0.0795882
8433	99.4673	0.532696
8434	99.5201	0.479896
8435	99.3338	0.666181
8436	98.3623	1.63775
8437	99.6735	0.326518
8438	99.776	0.223951
8439	99.5265	0.473538
8440	99.8772	0.122795
8441	99.7651	0.234875
8442	98.8857	1.11429
8443	99.3946	0.605369
8444	99.7269	0.273141
8445	98.0072	1.99279
8446	99.3295	0.670529
8447	99.2674	0.732562
8448	99.3285	0.67154
8449	98.9191	1.08092
8450	99.6289	0.371107
8451	99.85	0.149991
8452	99.902	0.0980219
8453	99.8311	0.168915
8454	98.8366	1.16341
8455	98.1931	1.80685
8456	99.7946	0.205446
8457	99.8568	0.143194
8458	99.2154	0.784624
8459	99.7659	0.234096
8460	99.8899	0.110053
8461	99.8354	0.164638
8462	99.8844	0.115623
8463	99.6848	0.315194
8464	99.4229	0.577059
8465	99.0327	0.967319
8466	98.0596	1.94041
8467	99.5419	0.458066
8468	98.3999	1.60012
8469	99.6953	0.304736
8470	99.8039	0.196138
8471	98.6346	1.36535
8472	98.1207	1.87935
8473	98.889	1.111
8474	98.7418	1.25825
8475	99.0484	0.951629
8476	97.9179	2.08213
8477	98.3789	1.62113
8478	98.7674	1.23264
8479	98.2885	1.71152
8480	98.3437	1.65626
8481	98.7616	1.23837
8482	98.1013	1.89873
8483	97.5027	2.49726
8484	99.0394	0.960608
8485	98.5863	1.41375
8486	98.3352	1.66478
8487	97.2314	2.76858
8488	97.6062	2.39384
8489	98.5857	1.41432
8490	98.1613	1.8387
8491	99.714	0.285963
8492	99.9315	0.0685314
8493	99.8791	0.120889
8494	99.3589	0.641131
8495	99.8712	0.128816
8496	99.5085	0.491472
8497	99.7186	0.281411
8498	99.5528	0.447243
8499	99.4735	0.526503
8500	99.5981	0.401861
8501	99.8278	0.172242
8502	99.856	0.14399
8503	99.6289	0.371115
8504	99.6227	0.377313
8505	99.5365	0.463467
8506	99.6978	0.302246
8507	98.9075	1.09251
8508	99.7153	0.284678
8509	99.742	0.258044
8510	99.8	0.200001
8511	99.8224	0.177563
8512	99.8903	0.109687
8513	99.8827	0.117266
8514	99.9029	0.0971051
8515	99.9457	0.0543145
8516	99.8589	0.14111
8517	99.8736	0.126397
8518	99.9547	0.045252
8519	99.8986	0.101366
8520	99.7396	0.26036
8521	99.8927	0.107276
8522	99.9223	0.0776956
8523	99.9269	0.0731347
8524	99.8619	0.138065
8525	99.906	0.0939557
8526	99.9668	0.0331878
8527	99.9862	0.0137681
8528	99.9718	0.0282083
8529	99.906	0.0940271
8530	99.8702	0.12981
8531	99.9465	0.0535364
8532	99.9107	0.0892895
8533	99.6967	0.303266
8534	99.7178	0.282226
8535	99.6114	0.388641
8536	99.7221	0.277936
8537	99.2643	0.735727
8538	99.6472	0.352839
8539	99.7078	0.292154
8540	99.741	0.258972
8541	99.6437	0.356263
8542	99.8766	0.123427
8543	99.5953	0.404726
8544	97.98	2.02003
8545	99.7911	0.208892
8546	99.7197	0.280276
8547	99.8637	0.136343
8548	99.9043	0.0957
8549	99.7294	0.270633
8550	99.9009	0.0990534
8551	99.6663	0.333741
8552	99.7404	0.259644
8553	99.8839	0.116139
8554	99.8237	0.17633
8555	99.8909	0.109063
8556	99.9273	0.0726802
8557	99.9211	0.0788756
8558	99.9226	0.0774176
8559	99.8819	0.118082
8560	99.9446	0.0554412
8561	99.9071	0.0929277
8562	99.8432	0.156762
8563	99.7947	0.205254
8564	99.8154	0.184562
8565	99.9023	0.0977418
8566	99.2924	0.707577
8567	99.8666	0.133364
8568	99.8356	0.164422
8569	99.9056	0.0943874
8570	99.9537	0.0463473
8571	99.8572	0.142808
8572	99.7101	0.28993
8573	99.7934	0.206572
8574	99.8988	0.101225
8575	99.8812	0.118771
8576	99.8865	0.113508
8577	99.8106	0.189406
8578	99.9247	0.0753142
8579	99.9525	0.0474933
8580	99.8687	0.131338
8581	99.7421	0.257949
8582	99.4845	0.515505
8583	99.631	0.369025
8584	99.5227	0.477273
8585	99.2128	0.787203
8586	99.6299	0.370061
8587	99.5261	0.473925
8588	99.7103	0.289675
8589	99.6891	0.310851
8590	99.2403	0.759678
8591	99.6564	0.343636
8592	99.5394	0.460631
8593	99.8695	0.130461
8594	99.7178	0.282232
8595	99.7673	0.232708
8596	99.7615	0.238488
8597	99.8097	0.190297
8598	99.8613	0.138671
8599	99.7445	0.25553
8600	99.8044	0.195628
8601	99.8797	0.120268
8602	99.9128	0.0872362
8603	99.8227	0.177291
8604	98.8423	1.15774
8605	98.7323	1.2677
8606	99.8523	0.147705
8607	99.915	0.0849629
8608	99.852	0.14796
8609	99.7873	0.212727
8610	99.8527	0.147285
8611	99.617	0.38303
8612	99.5156	0.48442
8613	99.1878	0.812207
8614	99.7084	0.291605
8615	99.4718	0.528191
8616	99.33	0.670047
8617	98.8603	1.13965
8618	99.4934	0.506572
8619	99.414	0.586022
8620	98.5669	1.43314
8621	99.4956	0.504357
8622	99.4562	0.543839
8623	99.0914	0.908603
8624	99.5261	0.473938
8625	98.6153	1.38471
8626	99.2765	0.723544
8627	99.5625	0.437505
8628	99.8359	0.16409
8629	99.4698	0.53018
8630	99.1827	0.817295
8631	99.2307	0.769296
8632	98.6081	1.39191
8633	99.0784	0.921592
8634	98.9986	1.00139
8635	99.6577	0.342275
8636	99.4567	0.543256
8637	99.8328	0.167219
8638	99.1983	0.801728
8639	98.836	1.16404
8640	98.8589	1.14114
8641	99.6562	0.343811
8642	99.6914	0.308601
8643	99.4951	0.504915
8644	99.7118	0.288181
8645	99.5858	0.414162
8646	99.6446	0.355406
8647	99.7161	0.283852
8648	99.3741	0.625928
8649	99.6882	0.31182
8650	99.9185	0.0815451
8651	99.3203	0.679729
8652	99.829	0.170985
8653	99.6311	0.36893
8654	99.2058	0.794171
8655	99.5101	0.489902
8656	99.3391	0.660937
8657	99.4631	0.536895
8658	99.3722	0.627816
8659	99.618	0.381973
8660	98.9492	1.05085
8661	99.7244	0.275555
8662	99.2452	0.754794
8663	99.7833	0.216702
8664	99.6653	0.33467
8665	99.8854	0.114623
8666	99.046	0.954032
8667	99.1093	0.890694
8668	99.957	0.0430245
8669	99.8966	0.103351
8670	99.6638	0.336204
8671	99.9145	0.0854635
8672	99.8437	0.156282
8673	99.7594	0.240597
8674	99.7184	0.281646
8675	99.8772	0.122775
8676	99.8778	0.12224
8677	99.9371	0.0628711
8678	99.9247	0.0752548
8679	99.94	0.060025
8680	99.7889	0.211112
8681	99.9219	0.0781363
8682	99.8285	0.171471
8683	99.9483	0.0516564
8684	99.9467	0.0532766
8685	99.9174	0.0826095
8686	99.9564	0.0436406
8687	99.8964	0.103637
8688	99.9648	0.0352073
8689	99.1629	0.83713
8690	99.4981	0.501936
8691	98.9282	1.07177
8692	99.2239	0.77614
8693	99.3712	0.628846
8694	99.9611	0.0389058
8695	99.8305	0.169523
8696	99.9314	0.0685972
8697	99.9361	0.0638915
8698	99.8835	0.116533
8699	99.7451	0.254922
8700	99.8355	0.164511
8701	99.9608	0.0392487
8702	99.9597	0.040334
8703	99.9103	0.0897224
8704	99.9462	0.0538176
8705	99.9479	0.0521129
8706	99.7987	0.201304
8707	99.9511	0.0489233
8708	99.8199	0.180137
8709	99.899	0.101025
8710	99.9768	0.0231597
8711	99.7763	0.22366
8712	99.9815	0.0184572
8713	99.9466	0.0534448
8714	99.335	0.665037
8715	99.6446	0.355414
8716	99.8883	0.111717
8717	99.9515	0.0484841
8718	99.5574	0.44261
8719	99.5137	0.486252
8720	99.9521	0.0478714
8721	99.949	0.0510026
8722	99.9298	0.0701876
8723	99.911	0.0890441
8724	99.5616	0.438412
8725	99.681	0.318968
8726	99.6666	0.333406
8727	99.9589	0.0410849
8728	99.972	0.0279622
8729	99.7582	0.241842
8730	99.4532	0.54679
8731	99.4202	0.579781
8732	99.6759	0.324068
8733	99.9461	0.0539052
8734	99.9404	0.0596222
8735	99.7859	0.214141
8736	99.1912	0.808798
8737	99.8522	0.147839
8738	98.984	1.01597
8739	99.6081	0.39189
8740	99.7414	0.258584
8741	99.4064	0.593597
8742	99.8839	0.116097
8743	99.9423	0.0577033
8744	99.6234	0.37665
8745	99.936	0.0639972
8746	99.8942	0.105769
8747	99.8453	0.154704
8748	99.8667	0.133319
8749	99.6962	0.303783
8750	99.6919	0.308088
8751	99.9259	0.0741482
8752	99.9054	0.0945923
8753	99.9173	0.0827113
8754	99.9338	0.0661508
8755	99.9036	0.0964426
8756	99.8793	0.120702
8757	99.9231	0.0768651
8758	99.8342	0.165811
8759	99.6214	0.378557
8760	99.9134	0.0865653
8761	99.8346	0.165359
8762	99.9179	0.0820932
8763	99.8586	0.141404
8764	99.8852	0.114756
8765	99.8771	0.122927
8766	99.9192	0.0807533
8767	99.9323	0.0677112
8768	99.9505	0.0494929
8769	99.9024	0.0975653
8770	99.9509	0.0490671
8771	99.8901	0.10994
8772	99.9091	0.0908637
8773	99.9424	0.0576298
8774	99.8375	0.162532
8775	99.7666	0.233445
8776	99.7862	0.213807
8777	99.89	0.110044
8778	99.8513	0.148727
8779	99.9245	0.0755011
8780	99.8717	0.12831
8781	99.9122	0.0877935
8782	99.9287	0.071268
8783	99.5458	0.454201
8784	99.9398	0.0602273
8785	99.8852	0.114834
8786	99.9553	0.0446751
8787	99.5234	0.476632
8788	99.7332	0.266809
8789	99.7872	0.212787
8790	99.8068	0.193185
8791	99.853	0.147025
8792	99.8106	0.189362
8793	99.9128	0.0871516
8794	99.8438	0.156233
8795	99.8767	0.123278
8796	99.9369	0.0630759
8797	99.8271	0.172862
8798	99.9362	0.063789
8799	99.818	0.182026
8800	99.7496	0.250416
8801	99.9243	0.075694
8802	99.8883	0.111719
8803	99.9273	0.0727314
8804	99.6947	0.305269
8805	99.7617	0.238316
8806	99.5541	0.445919
8807	99.0925	0.907524
8808	99.9116	0.0884424
8809	99.8536	0.146355
8810	98.8383	1.16175
8811	99.9587	0.0412793
8812	99.9285	0.0714903
8813	99.8027	0.197257
8814	99.8556	0.144391
8815	99.4966	0.503444
8816	99.3275	0.672499
8817	99.8067	0.193295
8818	99.853	0.147018
8819	99.6761	0.323936
8820	99.5743	0.425725
8821	99.6266	0.373377
8822	99.8591	0.140905
8823	99.8072	0.192765
8824	99.7682	0.231795
8825	99.6058	0.394201
8826	99.7913	0.208653
8827	99.7593	0.240716
8828	99.8317	0.168253
8829	99.7779	0.222052
8830	99.6735	0.32648
8831	99.2854	0.714627
8832	99.5772	0.422757
8833	99.1377	0.862253
8834	99.5054	0.494598
8835	99.7619	0.238085
8836	99.5329	0.467088
8837	99.3611	0.638946
8838	99.7335	0.266481
8839	99.7478	0.252227
8840	99.2211	0.778936
8841	99.6392	0.360773
8842	99.7348	0.265199
8843	99.705	0.294983
8844	99.6026	0.397431
8845	99.7394	0.260648
8846	99.8832	0.116829
8847	99.8774	0.12261
8848	99.8268	0.173201
8849	99.7641	0.235939
8850	99.6032	0.396804
8851	99.7733	0.226659
8852	99.6976	0.302378
8853	99.8166	0.183404
8854	99.833	0.167033
8855	99.5073	0.492688
8856	99.899	0.10095
8857	99.8371	0.162927
8858	99.5863	0.413747
8859	99.6471	0.35293
8860	99.7744	0.22563
8861	99.6001	0.399867
8862	99.719	0.281043
8863	99.6727	0.327324
8864	99.9183	0.0817145
8865	99.7974	0.20256
8866	98.9405	1.05952
8867	99.61	0.390035
8868	99.0382	0.96176
8869	99.5612	0.438817
8870	99.6621	0.337893
8871	99.1108	0.889191
8872	99.8081	0.19189
8873	99.7989	0.201146
8874	99.8768	0.123206
8875	99.4771	0.522939
8876	99.5506	0.449365
8877	99.7889	0.21114
8878	99.9442	0.055786
8879	99.7661	0.233922
8880	99.758	0.242008
8881	99.9118	0.0882313
8882	99.8156	0.18445
8883	99.8561	0.143937
8884	99.8696	0.130442
8885	99.8206	0.179419
8886	99.8122	0.187812
8887	99.8968	0.103212
8888	99.7891	0.210947
8889	99.5917	0.408327
8890	99.7407	0.259273
8891	99.6913	0.308724
8892	99.6619	0.338073
8893	99.7808	0.21919
8894	99.7858	0.214204
8895	99.8068	0.193224
8896	99.8093	0.19066
8897	99.9012	0.098839
8898	99.9298	0.070191
8899	99.9474	0.0525761
8900	99.8836	0.116383
8901	99.712	0.287989
8902	99.8227	0.177252
8903	99.9	0.100019
8904	99.6332	0.366793
8905	99.7142	0.285774
8906	99.8961	0.103871
8907	99.604	0.39596
8908	99.9662	0.03382
8909	99.9158	0.084245
8910	99.9249	0.0750619
8911	99.9654	0.034607
8912	99.6932	0.306832
8913	99.9186	0.0814252
8914	99.419	0.581022
8915	99.4502	0.549767
8916	99.9451	0.0549188
8917	99.9602	0.0397519
8918	99.8377	0.16231
8919	99.9508	0.0492302
8920	99.849	0.151027
8921	99.8768	0.123228
8922	99.833	0.167045
8923	99.9412	0.0587958
8924	99.9114	0.0885744
8925	99.9506	0.0494446
8926	99.9512	0.0487887
8927	99.6627	0.33733
8928	99.9258	0.0742109
8929	99.7872	0.212766
8930	99.9618	0.0382423
8931	99.9457	0.0542602
8932	99.9431	0.0569369
8933	99.8775	0.122511
8934	99.9367	0.0632777
8935	99.7829	0.217108
8936	99.932	0.0680316
8937	99.9636	0.0363665
8938	99.9546	0.045433
8939	99.9383	0.0616539
8940	99.8286	0.171397
8941	99.8942	0.105788
8942	99.7009	0.299067
8943	99.7487	0.251302
8944	99.9621	0.0379253
8945	99.9365	0.063538
8946	99.8401	0.159913
8947	99.6854	0.314559
8948	99.6965	0.303544
8949	99.931	0.0690155
8950	98.6758	1.32417
8951	99.7786	0.221415
8952	99.808	0.192049
8953	99.9411	0.0589028
8954	99.9196	0.0803613
8955	99.9781	0.0219331
8956	99.9499	0.0501057
8957	99.9527	0.0472598
8958	99.9456	0.0543784
8959	99.9595	0.0405106
8960	99.9665	0.0335407
8961	99.9071	0.0929087
8962	99.8577	0.142308
8963	99.9413	0.058668
8964	99.9582	0.0417929
8965	99.9676	0.0323812
8966	99.9577	0.0423189
8967	99.968	0.0320245
8968	99.9744	0.0256407
8969	99.9593	0.0407334
8970	98.6961	1.30393
8971	99.8242	0.175804
8972	99.762	0.238003
8973	99.907	0.0929996
8974	99.9401	0.0598694
8975	99.7825	0.217547
8976	99.8607	0.139304
8977	99.3975	0.602544
8978	99.5174	0.482627
8979	99.7299	0.270105
8980	99.2793	0.720721
8981	99.6076	0.392394
8982	99.8964	0.103565
8983	99.7637	0.236259
8984	99.7769	0.22305
8985	99.8316	0.168444
8986	99.8377	0.162295
8987	99.5158	0.484239
8988	99.7327	0.267294
8989	99.4846	0.515423
8990	99.0458	0.954204
8991	99.3697	0.630321
8992	99.7049	0.295144
8993	99.8321	0.167923
8994	99.6987	0.301302
8995	99.3686	0.631408
8996	99.5339	0.466051
8997	99.551	0.448969
8998	99.8879	0.112107
8999	99.6564	0.343638
9000	98.9542	1.04579
9001	99.6938	0.306202
9002	98.805	1.19501
9003	98.9104	1.08956
9004	98.3743	1.62567
9005	99.704	0.296012
9006	99.5232	0.47678
9007	99.1307	0.869289
9008	98.6493	1.35069
9009	99.8475	0.152454
9010	99.9303	0.0697323
9011	99.9159	0.084113
9012	99.912	0.0880283
9013	99.8176	0.182417
9014	99.8666	0.133447
9015	99.8108	0.189241
9016	99.8547	0.145289
9017	99.7657	0.234328
9018	99.9182	0.0817714
9019	99.9009	0.0991372
9020	99.6289	0.371113
9021	99.4474	0.552638
9022	99.8519	0.148098
9023	99.579	0.421021
9024	99.6099	0.390069
9025	99.7864	0.213561
9026	98.8366	1.16343
9027	97.7956	2.20441
9028	99.8533	0.146699
9029	99.8847	0.115297
9030	99.7633	0.23673
9031	98.4682	1.53177
9032	99.6612	0.338768
9033	99.8061	0.193881
9034	99.5238	0.476185
9035	99.9285	0.0714953
9036	99.7354	0.264637
9037	99.7563	0.243742
9038	99.7949	0.205079
9039	99.947	0.0530157
9040	98.9299	1.07012
9041	99.3582	0.641844
9042	99.7867	0.213312
9043	99.5966	0.403384
9044	97.896	2.10404
9045	99.1124	0.887588
9046	99.3764	0.623577
9047	99.079	0.920983
9048	99.9136	0.0864241
9049	99.8064	0.193607
9050	99.8821	0.117881
9051	99.8669	0.133105
9052	99.7459	0.254111
9053	99.7175	0.282486
9054	99.3579	0.642138
9055	99.788	0.212013
9056	99.6512	0.348833
9057	99.813	0.187021
9058	99.8498	0.15016
9059	99.75	0.249983
9060	99.3564	0.643637
9061	99.7215	0.278515
9062	99.5605	0.439489
9063	99.3024	0.697564
9064	99.845	0.155001
9065	99.8042	0.195823
9066	99.4458	0.554237
9067	99.4404	0.55956
9068	99.6869	0.313077
9069	99.7532	0.246793
9070	99.7396	0.260443
9071	99.6784	0.321634
9072	99.8547	0.145269
9073	99.917	0.0830008
9074	99.6934	0.306637
9075	99.9223	0.0776772
9076	99.315	0.685041
9077	99.8189	0.181119
9078	99.8704	0.129647
9079	99.7217	0.278279
9080	98.5115	1.48846
9081	99.8941	0.105903
9082	99.9173	0.0827382
9083	99.6262	0.37378
9084	99.9014	0.098552
9085	99.8278	0.172152
9086	99.9593	0.0407249
9087	99.8558	0.144156
9088	99.8026	0.197448
9089	99.7998	0.20021
9090	99.9334	0.0666129
9091	99.7688	0.231245
9092	99.9192	0.0808085
9093	99.8887	0.111303
9094	99.3939	0.606091
9095	99.9338	0.0661792
9096	99.8115	0.188461
9097	99.6504	0.349564
9098	99.9472	0.0528237
9099	99.9372	0.0627996
9100	99.8375	0.162542
9101	99.9657	0.0343143
9102	99.9208	0.0792464
9103	99.9642	0.0358157
9104	99.9152	0.084823
9105	99.9397	0.0602595
9106	99.9123	0.0877043
9107	99.6953	0.304677
9108	99.803	0.196973
9109	99.2578	0.742171
9110	99.827	0.17296
9111	99.8718	0.128201
9112	99.8933	0.106674
9113	99.29	0.710044
9114	99.21	0.790032
9115	99.8098	0.190162
9116	99.7009	0.299078
9117	99.9586	0.0413976
9118	99.8243	0.175656
9119	99.489	0.510978
9120	99.9275	0.0725138
